Fundo,CNPJ,Critério,Chave,Limite/regra,Monitorabilidade IME,Métrica IME / proxy,Condição de alerta sugerida,Observação técnica,Fonte,Status curadoria,cnpj_digits,percent_value,all_percent_values_from_observation,rule_text,setor_n1,setor_n2,confidence,evidence,rule_id,subordination_pct_normalized,subordination_normalization_note,subordination_valid_for_common_level
SB CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL DE CLASSE UNICA FECHADA,23.956.882/0001-69,Limite de recompra,recompras_max,75%,monitoravel,Recompras / Crédito ou Recompras / PL,Alerta se proxy IME ficar abaixo de 75%,"O Informe Mensal traz recompras mensais; thresholds acumulados exigem janela definida no documento. | Extração local heurística; validar manualmente antes de ativar alerta. | incluindo valores pagos pelos Devedores ou por sua ordem e aqueles decorrentes da recompra dos Direitos Creditórios Cedidos pelos respectivos Cedentes), desde o início do Mês Aniversário Defasado de 5 Dias Úteis até o encerramento do Dia Útil imediatamente anterior à Data de Monitoramento de Índices em questão; e (b) o valor de face das Duplicatas Faturadas no Mês Aniversário Defasado de 5 Dias Úteis. Índice de Reco…",980343_regulamento_regulamento_980343_2025-08-29.pdf · ID 980343 · 29/08/2025,triagem estruturada por evidência documental offline; revisar antes de alerta contratual duro,23956882000169,75.0,,75%,Agro,Agro,alta,ativos_alvo: regex `AGRONEGOCIO` | ativos_alvo: regex `PRODUTOR(?:ES)? RURAL`,fiagro_or_agro,75.0,percentual_direto,False
SB CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL DE CLASSE UNICA FECHADA,23.956.882/0001-69,Hedges/derivativos permitidos,permitted_hedges,Regra textual de derivativos/hedge; verificar observação e fonte.,parcial,Posições mantidas em derivativos,Alerta se posição agregada em derivativos contrariar a regra textual,"O IME mostra posições agregadas em derivativos, mas não valida integralmente elegibilidade contratual da proteção. | Extração local heurística; validar manualmente antes de ativar alerta. | blicos federais; (b) operações compromissadas lastreadas em títulos públicos federais; e (c) cotas de fundos que possuam como política de investimento a alocação exclusiva títulos públicos ou operações compromissadas lastreadas em títulos públicos federais. 14.15. É vedado a Classe: QUADRO C - VEDAÇÕES a) realizar quaisquer operações em mercados de derivativos, ainda que com o objetivo de proteção da carteira (hedge…",980343_regulamento_regulamento_980343_2025-08-29.pdf · ID 980343 · 29/08/2025,triagem estruturada por evidência documental offline; revisar antes de alerta contratual duro,23956882000169,,,Regra textual de derivativos/hedge; verificar observação e fonte.,Agro,Agro,alta,ativos_alvo: regex `AGRONEGOCIO` | ativos_alvo: regex `PRODUTOR(?:ES)? RURAL`,fiagro_or_agro,,sem_percentual_parseavel,False
SB CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL DE CLASSE UNICA FECHADA,23.956.882/0001-69,Critérios de elegibilidade dos direitos creditórios,eligibility_criteria_text,Regra textual de elegibilidade dos direitos creditórios; verificar observação e fonte.,nao_monitoravel,,Alerta operacional: amostra ou regra de lastro indicar descumprimento dos critérios de elegibilidade,"Critérios de elegibilidade exigem granularidade por direito creditório, sacado, cedente e documentação de lastro não disponível no IME público. | Extração local heurística; validar manualmente antes de ativar alerta. | Cedentes” Pessoas jurídicas que cedem Direitos Creditórios à Classe e/ou ao Fundo nos termos do respectivo Instrumento de Aquisição. “Classe” Classe única de Cotas, constituída sob a forma de condomínio fechado, conforme regras específicas dispostas no respectivo Anexo da Classe. CMN O Conselho Monetário Nacional. “CNPJ” Cadastro Nacional da Pessoa Jurídica do Ministério da Fazenda. “Condições de Cessão” Condições d…",980343_regulamento_regulamento_980343_2025-08-29.pdf · ID 980343 · 29/08/2025,triagem estruturada por evidência documental offline; revisar antes de alerta contratual duro,23956882000169,,,Regra textual de elegibilidade dos direitos creditórios; verificar observação e fonte.,Agro,Agro,alta,ativos_alvo: regex `AGRONEGOCIO` | ativos_alvo: regex `PRODUTOR(?:ES)? RURAL`,fiagro_or_agro,,sem_percentual_parseavel,False
SB CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL DE CLASSE UNICA FECHADA,23.956.882/0001-69,Critérios de elegibilidade dos direitos creditórios,eligibility_criteria_text,Regra textual de elegibilidade dos direitos creditórios; verificar observação e fonte.,nao_monitoravel,,Alerta operacional: amostra ou regra de lastro indicar descumprimento dos critérios de elegibilidade,"Critérios de elegibilidade exigem granularidade por direito creditório, sacado, cedente e documentação de lastro não disponível no IME público. | Extração local heurística; validar manualmente antes de ativar alerta. | o. 7.7. Caso contrate prestador de serviços para efetuar a verificação do lastro, a Gestora deve fiscalizar sua atuação no tocante à observância às regras e procedimentos aplicáveis à verificação. 8. CONDIÇÕES DE CESSÃO E CRITÉRIOS DE ELEGIBILIDADE 8.1. Os Direitos Creditórios que poderão ser adquiridos pel a Classe d o Fundo, na respectiva Data de Aquisição e Pagamento, deverão atender , cumulativamente, às Condiçõ…",980343_regulamento_regulamento_980343_2025-08-29.pdf · ID 980343 · 29/08/2025,triagem estruturada por evidência documental offline; revisar antes de alerta contratual duro,23956882000169,,,Regra textual de elegibilidade dos direitos creditórios; verificar observação e fonte.,Agro,Agro,alta,ativos_alvo: regex `AGRONEGOCIO` | ativos_alvo: regex `PRODUTOR(?:ES)? RURAL`,fiagro_or_agro,,sem_percentual_parseavel,False
PRAVALER CRÉDITO UNIVERSITÁRIO II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESP LIMITADAL,26.749.095/0001-34,Reserva ou caixa mínimo,minimum_cash_ratio,100%,parcial,Disponibilidades / PL ou Disponibilidades / amortização estimada,Alerta se proxy IME ficar abaixo de 100%,"O Informe Mensal traz caixa, mas cronogramas futuros e reservas regulatórias nem sempre são campos padronizados. | Extração local heurística; validar manualmente antes de ativar alerta. | Descritivo, será constituída a Reserva de Liquidez, em Disponibilidades, a ser calculada diariamente pela Gestora, correspondente ao maior entre (i) a soma da Reserva de Amortização e da Reserva de Despesas e Encargos e (ii) a Reserva de Fluxo de Caixa. 8.6.1 Os procedimentos descritos neste item 8 não constituem promessa ou garantia, por parte da Gestora, de que haverá recursos suficientes para a constituição da Re…",1061833_regulamento_regulamento_1061833_2025-11-19.pdf · ID 1061833 · 19/11/2025,triagem estruturada por evidência documental offline; revisar antes de alerta contratual duro,26749095000134,100.0,,100%,Crédito PF,Crédito estudantil,alta,ativos_alvo: regex `SERVICOS EDUCACIONAIS`,student_credit,100.0,percentual_direto,False
PRAVALER CRÉDITO UNIVERSITÁRIO II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESP LIMITADAL,26.749.095/0001-34,Hedges/derivativos permitidos,permitted_hedges,Regra textual de derivativos/hedge; verificar observação e fonte.,parcial,Posições mantidas em derivativos,Alerta se posição agregada em derivativos contrariar a regra textual,"O IME mostra posições agregadas em derivativos, mas não valida integralmente elegibilidade contratual da proteção. | Extração local heurística; validar manualmente antes de ativar alerta. | pendentemente da realização de Assembleia Geral. Além disso, as condições previstas no Regulamento podem ser revistas por decisão dos Cotistas em Assembleia Geral. Tais alterações poderão afetar o modo de operação d a Classe Única de forma contrária ao interesse de parte dos Cotistas. 11.9.9 Risco de Utilização de Instrumentos Derivativos. A eventual contratação, pela Classe Única , de modalidades de operações de de…",1061833_regulamento_regulamento_1061833_2025-11-19.pdf · ID 1061833 · 19/11/2025,triagem estruturada por evidência documental offline; revisar antes de alerta contratual duro,26749095000134,,,Regra textual de derivativos/hedge; verificar observação e fonte.,Crédito PF,Crédito estudantil,alta,ativos_alvo: regex `SERVICOS EDUCACIONAIS`,student_credit,,sem_percentual_parseavel,False
PRAVALER CRÉDITO UNIVERSITÁRIO II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESP LIMITADAL,26.749.095/0001-34,Hedges/derivativos permitidos,permitted_hedges,Regra textual de derivativos/hedge; verificar observação e fonte.,parcial,Posições mantidas em derivativos,Alerta se posição agregada em derivativos contrariar a regra textual,"O IME mostra posições agregadas em derivativos, mas não valida integralmente elegibilidade contratual da proteção. | Extração local heurística; validar manualmente antes de ativar alerta. | . Tais alterações poderão afetar o modo de operação d a Classe Única de forma contrária ao interesse de parte dos Cotistas. 11.9.9 Risco de Utilização de Instrumentos Derivativos. A eventual contratação, pela Classe Única , de modalidades de operações de derivativos poderá ocorrer exclusivamente para proteção de posições detidas à vista pela Classe Única . A realização de operações pela Classe Única no mercado de de…",1061833_regulamento_regulamento_1061833_2025-11-19.pdf · ID 1061833 · 19/11/2025,triagem estruturada por evidência documental offline; revisar antes de alerta contratual duro,26749095000134,,,Regra textual de derivativos/hedge; verificar observação e fonte.,Crédito PF,Crédito estudantil,alta,ativos_alvo: regex `SERVICOS EDUCACIONAIS`,student_credit,,sem_percentual_parseavel,False
PRAVALER CRÉDITO UNIVERSITÁRIO II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESP LIMITADAL,26.749.095/0001-34,Limite de concentração,concentration_limits,25%,nao_monitoravel,,Alerta se proxy IME ficar acima de 25%,"Limites por sacado, cedente ou grupo econômico exigem granularidade não disponível no IME público. | Extração local heurística; validar manualmente antes de ativar alerta. | do financiamento de serviços educacionais e de assessoria a intercâmbios prestados por Instituições Conveniadas não poderão 66 Confidencial exceder os percentuais por Grupo Econômico previstos na tabela abaixo, observado que tais limites deverão ser observados cumulativamente e somente serão válidos após o prazo de 12 (doze) meses contados da Data de Início do Fundo: Número de Grupos Econômicos Limite de concentraçã…",1061833_regulamento_regulamento_1061833_2025-11-19.pdf · ID 1061833 · 19/11/2025,triagem estruturada por evidência documental offline; revisar antes de alerta contratual duro,26749095000134,25.0,,25%,Crédito PF,Crédito estudantil,alta,ativos_alvo: regex `SERVICOS EDUCACIONAIS`,student_credit,25.0,percentual_direto,False
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS PAGSEGURO I,28.169.275/0001-72,Subordinação mínima,subordination_ratio_min,50%,monitoravel,"Cotas Sub / PL %, Cotas MZ / PL % e Cotas SR / PL %",Alerta se proxy IME ficar abaixo de 50%,"O Informe Mensal traz PL e classes/cotas; a subordinação pode ser recalculada por classe quando as cotas reconciliam. | Extração local heurística; validar manualmente antes de ativar alerta. | ma contrária pela Gestora. 2.6.2. Na hipótese de o Prazo de Duração da Classe encerrar-se em qualquer dia que não um Dia Útil, a liquidação da Classe será efetuada no primeiro Dia Útil subsequente. 2.6.3. O término do Prazo de Duração de Classe não afetará o cumprimento das obrigações da Classe que tenham se tornado exigíveis até o último dia do Prazo de Duração da Classe, inclusive. Razão de Subordinação 2.7. A Raz…",1149521_regulamento_regulamento_1149521_2026-03-25.pdf · ID 1149521 · 25/03/2026,triagem estruturada por evidência documental offline; revisar antes de alerta contratual duro,28169275000172,50.0,,50%,Meios de Pagamento e Cartões,Arranjos de pagamento/adquirência,alta,ativos_alvo: regex `ARRANJOS DE PAGAMENTO` | ativos_alvo: regex `TRANSACOES DE PAGAMENTO`,payment_arrangements,50.0,percentual_direto,True
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS PAGSEGURO I,28.169.275/0001-72,Hedges/derivativos permitidos,permitted_hedges,Regra textual de derivativos/hedge; verificar observação e fonte.,parcial,Posições mantidas em derivativos,Alerta se posição agregada em derivativos contrariar a regra textual,"O IME mostra posições agregadas em derivativos, mas não valida integralmente elegibilidade contratual da proteção. | Extração local heurística; validar manualmente antes de ativar alerta. | ão afetar o modo de operação da Classe e acarretar perdas patrimoniais aos Cotistas. 4.7.26. Risco Proveniente do Uso de Derivativos A Classe poderá realizar operações em mercados de derivativos exclusivamente destinadas à proteção de posições detidas à vista, até o limite dessas. Mesmo para a Classe, que utiliza derivativos exclusivamente para proteção das posições à vista, existe o risco de a posição não represent…",1149521_regulamento_regulamento_1149521_2026-03-25.pdf · ID 1149521 · 25/03/2026,triagem estruturada por evidência documental offline; revisar antes de alerta contratual duro,28169275000172,,,Regra textual de derivativos/hedge; verificar observação e fonte.,Meios de Pagamento e Cartões,Arranjos de pagamento/adquirência,alta,ativos_alvo: regex `ARRANJOS DE PAGAMENTO` | ativos_alvo: regex `TRANSACOES DE PAGAMENTO`,payment_arrangements,,sem_percentual_parseavel,False
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS PAGSEGURO I,28.169.275/0001-72,Hedges/derivativos permitidos,permitted_hedges,Regra textual de derivativos/hedge; verificar observação e fonte.,parcial,Posições mantidas em derivativos,Alerta se posição agregada em derivativos contrariar a regra textual,"O IME mostra posições agregadas em derivativos, mas não valida integralmente elegibilidade contratual da proteção. | Extração local heurística; validar manualmente antes de ativar alerta. | observadas pela Gestora, de acordo com as normas do CMN e CVM, não será possível assegurar a aplicação do Regime Específico dos Fundos Não Sujeitos à Tributação Periódica, sendo certo que em nenhuma hipótese a Gestora poderá ser responsável por tal desenquadramento, exceto em caso de comprovado dolo ou má-fé. 3.17. Proibição de Realização de Operações com Derivativos. A Classe não poderá realizar operações em mercad…",1149521_regulamento_regulamento_1149521_2026-03-25.pdf · ID 1149521 · 25/03/2026,triagem estruturada por evidência documental offline; revisar antes de alerta contratual duro,28169275000172,,,Regra textual de derivativos/hedge; verificar observação e fonte.,Meios de Pagamento e Cartões,Arranjos de pagamento/adquirência,alta,ativos_alvo: regex `ARRANJOS DE PAGAMENTO` | ativos_alvo: regex `TRANSACOES DE PAGAMENTO`,payment_arrangements,,sem_percentual_parseavel,False
INVESTCRED FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,29.226.654/0001-10,"Troca de administrador, gestor ou prestador-chave",service_provider_replacement_event,"Regra textual de troca/substituição de administrador, gestor ou prestador-chave.",nao_monitoravel,,"Alerta documental: renúncia, destituição ou substituição não saneada de administrador, gestor ou prestador-chave","Troca, renúncia ou substituição de administrador, gestor, custodiante ou consultor é evento documental/eventual, não métrica mensal do IME. | Extração local heurística; validar manualmente antes de ativar alerta. | ................................................................................. 20 GESTORA ......................................................................................................... 21 PRESTADORES DE SERVIÇOS DO FUNDO .................................................. 22 CUSTODIANTE ................................................................................................. 23 SUBSTITUIÇÃO E RE…",1023849_regulamento_regulamento_1023849_2025-10-29.pdf · ID 1023849 · 29/10/2025,triagem estruturada por evidência documental offline; revisar antes de alerta contratual duro,29226654000110,,,"Regra textual de troca/substituição de administrador, gestor ou prestador-chave.",Não classificado,Revisar manualmente,baixa,Sem regra setorial acionada por metadados disponíveis.,unclassified,,sem_percentual_parseavel,False
