Fundo,CNPJ,Cota/Classe,Tipo,Data deliberação,Data emissão / 1ª integralização,Data encerramento/oferta,Quantidade,Volume,VNU,Remuneração,Juros/remuneração,Amortização principal,Status/evidência,Fonte,Status curadoria
CRÉDITO UNIVERSITÁRIO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,08.417.544/0001-65,Cotas Subordinadas Mezanino II-D:,Mezanino,23/09/2024 11:00,Não identificada na extração offline,,,"R$ 5.000.000,00",,o não colocado será cancelado. Data de Resgate: 60 (sessenta) meses a contar da 1ª Data de Integralização de Cotas Subordinadas Mezanino II-D. Sobretaxa Mezanino das Cotas Subordinadas Mezanino II-D: A ser definida de acordo com procedimento de bookbuilding conduzido pelo intermediário líder da Oferta. Meta de Remuneração das Cotas Subordinadas Mezanino II-D: As Cotas Subordinadas Mezanino II -D serão valoradas diar…,o não colocado será cancelado. Data de Resgate: 60 (sessenta) meses a contar da 1ª Data de Integralização de Cotas Subordinadas Mezanino II-D. Sobretaxa Mezanino das Cotas Subordinadas Mezanino II-D: A ser definida de acordo com procedimento de bookbuilding conduzido pelo intermediário líder da Oferta. Meta de Remuneração das Cotas Subordinadas Mezanino II-D: As Cotas Subordinadas Mezanino II -D serão valoradas diar…,"Regulamento. A Meta de Remuneração das Cotas Subordinadas Mezanino II-D será determinada através da apropriação diária, sob forma de capitalização composta, com base em um ano de 252 (duzentos e cinquenta e dois) Dias Úteis, da Taxa DI, acrescida de Sobretaxa Mezanino das Cotas Subordinadas Mezanino II-D. Tipo de Amortização Programada: Remuneração Intermediária Meta de Amortização de Principal: com relação a cada D…",evento de cota,742937_assembleia_assembleia_742937_2024-09-23.pdf · ID 742937 · 23/09/2024 11:00,triagem estruturada por evidência documental offline; campos vazios indicam ausência na extração
CRÉDITO UNIVERSITÁRIO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,08.417.544/0001-65,34ª SÉRIE,,24/09/2024,Não identificada na extração offline,,,"R$1,00",,,,"Sobretaxa Sênior da 34ª Série : variação da Taxa DI, acrescida de sobretaxa sênior equivalente a 1,40% (um inteiro e quarenta centésimos por cento) ao ano, calculada pro rata temporis por Dias Úteis decorridos, desde a 1ª Data de Integralização das Cotas referente às Cotas Seniores da 34ª Série até a respectiva Data de Resgate estabelecida no Suplemento das Cotas Seniores da 34ª Série, nos termos do item 14 do regul…",emissão,743529_emissao_emissao_743529_2024-09-24.pdf · ID 743529 · 24/09/2024,triagem estruturada por evidência documental offline; campos vazios indicam ausência na extração
CRÉDITO UNIVERSITÁRIO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,08.417.544/0001-65,34ª SÉRIE,,24/09/2024,Não identificada na extração offline,,,"R$ 276.400.000,00",,"sessenta) meses a contar da 1ª Data de Integralização de Cotas Seniores da 34ª Série. Sobretaxa Sênior das Cotas Seniores da 34ª Série: 1,40% ( um inteiro e quarenta centésimos por cento) ao ano, conforme definida no âmbito do procedimento de bookbuilding conduzido pelo intermediário líder da Oferta. Meta de Remuneração das Cotas Seniores da 34ª Série: As Cotas Seniores da 34ª Série serão valoradas diariamente, a pa…","sessenta) meses a contar da 1ª Data de Integralização de Cotas Seniores da 34ª Série. Sobretaxa Sênior das Cotas Seniores da 34ª Série: 1,40% ( um inteiro e quarenta centésimos por cento) ao ano, conforme definida no âmbito do procedimento de bookbuilding conduzido pelo intermediário líder da Oferta. Meta de Remuneração das Cotas Seniores da 34ª Série: As Cotas Seniores da 34ª Série serão valoradas diariamente, a pa…","item 14 do Regulamento. A Meta de Remuneração das Cotas Seniores da 34ª Série será determinada através da apropriação diária, sob forma de capitalização composta, com base em um ano de 252 (duzentos e cinquenta e dois) Dias Úteis, da Taxa DI, acrescida de Sobretaxa Sênior das Cotas Seniores da 34ª Série. Tipo de Amortização Programada: Remuneração Intermediária. Meta de Amortização de Principal: Com relação a cada D…",evento de cota,743627_assembleia_assembleia_743627_2024-09-24.pdf · ID 743627 · 24/09/2024,triagem estruturada por evidência documental offline; campos vazios indicam ausência na extração
CRÉDITO UNIVERSITÁRIO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,08.417.544/0001-65,,,18/11/2024 18:00,Não identificada na extração offline,,,,,"no Potenciais, conforme o caso, bem como suas consolidações por Cotas Seniores e por Classes de Cotas Subordinadas Mezanino: 11 (i) Valor Principal de Referência Anterior; (ii) Valor Unitário de Referência Corrigido Antes da Amortização; (iii) Metas de Amortização de Principal; (iv) Limites Superiores de Remuneração; (v) Metas de Amortização; (vi) Parâmetros de Ponderação de Risco; (vii) Excesso de Retorno Mínimos d…","no Potenciais, conforme o caso, bem como suas consolidações por Cotas Seniores e por Classes de Cotas Subordinadas Mezanino: 11 (i) Valor Principal de Referência Anterior; (ii) Valor Unitário de Referência Corrigido Antes da Amortização; (iii) Metas de Amortização de Principal; (iv) Limites Superiores de Remuneração; (v) Metas de Amortização; (vi) Parâmetros de Ponderação de Risco; (vii) Excesso de Retorno Mínimos d…","ermos previstos neste Regulamento, seus Anexos Descritivos e Apêndices, os patamares exigidos com relação aos parâmetros abaixo, com base em relatórios previamente acordados com o Custodiante e com a Gestora, conforme aplicável: (1) Relação Mínima; (2) Alocação Mínima; (3) Reserva de Liquidez; (4) Reserva de Amortização; e (5) Reserva de Despesas e Encargos; (d) no caso de liquidação, dissolução, intervenção, decret…",evento de cota,784310_assembleia_assembleia_784310_2024-11-18.pdf · ID 784310 · 18/11/2024 18:00,triagem estruturada por evidência documental offline; campos vazios indicam ausência na extração
CRÉDITO UNIVERSITÁRIO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,08.417.544/0001-65,,,18/11/2024,Não identificada na extração offline,,,,,"adas Mezanino ou de Cotas Subordinadas Mezanino Potenciais, conforme o caso, bem como suas consolidações por Cotas Seniores e por Classes de Cotas Subordinadas Mezanino: Valor Principal de Referência Anterior;Valor Unitário de Referência Corrigido Antes da Amortização;Metas de Amortização de Principal;Limites Superiores de Remuneração;Metas de Amortização;Parâmetros de Ponderação de Risco;Excesso de Retorno Mínimos…","adas Mezanino ou de Cotas Subordinadas Mezanino Potenciais, conforme o caso, bem como suas consolidações por Cotas Seniores e por Classes de Cotas Subordinadas Mezanino: Valor Principal de Referência Anterior;Valor Unitário de Referência Corrigido Antes da Amortização;Metas de Amortização de Principal;Limites Superiores de Remuneração;Metas de Amortização;Parâmetros de Ponderação de Risco;Excesso de Retorno Mínimos…","Classe/Subclasse;monitorar, nos termos previstos neste Regulamento, seus Anexos Descritivos e Apêndices, os patamares exigidos com relação aos parâmetros abaixo, com base em relatórios previamente acordados com o Custodiante e com a Gestora, conforme aplicável: Relação Mínima;Alocação Mínima;Reserva de Liquidez;Reserva de Amortização; eReserva de Despesas e Encargos;no caso de liquidação, dissolução, intervenção, de…",evento de cota,784311_regulamento_regulamento_784311_2024-11-18.pdf · ID 784311 · 18/11/2024,triagem estruturada por evidência documental offline; campos vazios indicam ausência na extração
CRÉDITO UNIVERSITÁRIO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,08.417.544/0001-65,35ª Série,,30/06/2025 11:00,Não identificada na extração offline,,,R$ 40.000.000,,"nte: (A) em relação ao item (i) da ordem do dia, trata-se da emissão da 35ª (trigésima quinta) série de Cotas Seniores do Fundo, no valor de, no mínimo, R$ 40.000.000 (quarenta milhões de reais) e, no máximo, R$ 410.000.000,00 (quatrocentos e dez milhões de reais), com prazo de 72 (setenta e dois ) meses, cuja Meta de Remuneração será calculada nos termos do Suplemento de Cotas Seniores da 35ª Série, com base na var…","nte: (A) em relação ao item (i) da ordem do dia, trata-se da emissão da 35ª (trigésima quinta) série de Cotas Seniores do Fundo, no valor de, no mínimo, R$ 40.000.000 (quarenta milhões de reais) e, no máximo, R$ 410.000.000,00 (quatrocentos e dez milhões de reais), com prazo de 72 (setenta e dois ) meses, cuja Meta de Remuneração será calculada nos termos do Suplemento de Cotas Seniores da 35ª Série, com base na var…","ão ser implementada, desde que observada a Relação Mínima. Observado o disposto acima, a quantidade final e a sobretaxa mezanino das Cotas Subordinadas Mezanino I-M serão definidas em Procedimento de Bookbuilding. Nos termos do Regulamento, as Cotas Subordinadas Mezanino I -M se subordinarão, para efeitos de eventual amortização, resgate e distribuição de rendimentos da carteira do Fundo, às Cotas Subordinadas Mezan…",evento de cota,928766_assembleia_assembleia_928766_2025-06-30.pdf · ID 928766 · 30/06/2025 11:00,triagem estruturada por evidência documental offline; campos vazios indicam ausência na extração
CRÉDITO UNIVERSITÁRIO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,08.417.544/0001-65,35ª Série,,30/06/2025 11:00,Não identificada na extração offline,,,"R$ 40.000.000,00",,"carência para amortização de principal e, a partir do 13º (décimo terceiro) mês (inclusive), amortização de principal à razão de 1/ 60 (um sobre sessenta avos) de principal a cada mês. O pagamento de juros ocorrerá mensalmente sem carência, desde a 1ª Data de Integralização de Cotas Seniores da 35ª Série; (v) Meta de Remuneração das Cotas Seniores da 35ª Série : as Cotas Seniores da 35ª Série serão valoradas diariam…","carência para amortização de principal e, a partir do 13º (décimo terceiro) mês (inclusive), amortização de principal à razão de 1/ 60 (um sobre sessenta avos) de principal a cada mês. O pagamento de juros ocorrerá mensalmente sem carência, desde a 1ª Data de Integralização de Cotas Seniores da 35ª Série; (v) Meta de Remuneração das Cotas Seniores da 35ª Série : as Cotas Seniores da 35ª Série serão valoradas diariam…","es da 35ª Série : a ser definid a de acordo com Procedimento de Bookbuilding, observada a quantidade mínima de 40.000.000 (quarenta milhões) e a quantidade máxima de 410.000.000 (quatrocentos e dez milhões) de Cotas Seniores da 35ª Série; (iii) Valor Unitário de Emissão: R$ 1,00 (um real); (iv) Prazo e Condições de Amortização das Cotas Seniores da 35ª Série: prazo de 72 (setenta e dois) meses a contar da primeira d…",evento de cota,939819_assembleia_assembleia_939819_2025-06-30.pdf · ID 939819 · 30/06/2025 11:00,triagem estruturada por evidência documental offline; campos vazios indicam ausência na extração
CRÉDITO UNIVERSITÁRIO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,08.417.544/0001-65,35ª SÉRIE,,02/07/2025,Não identificada na extração offline,,,"R$ 468.000.000,00",,"ezanino II -E (“Montante Mínimo de Cotas Seniores da 35ª Série ”, “ Montante Mínimo de Cotas Subordinadas Mezanino I -M” e “ Montante Mínimo de Cotas Subordinadas Mezanino II -E”, respectivamente, e, em conjunto “Montantes Mínimos”). A partir da presente data, a Oferta encontra -se a mercado sendo que a sobretaxa de remuneração das Cotas será definida em procedimento de coleta de intenções de investimento a ser real…","ezanino II -E (“Montante Mínimo de Cotas Seniores da 35ª Série ”, “ Montante Mínimo de Cotas Subordinadas Mezanino I -M” e “ Montante Mínimo de Cotas Subordinadas Mezanino II -E”, respectivamente, e, em conjunto “Montantes Mínimos”). A partir da presente data, a Oferta encontra -se a mercado sendo que a sobretaxa de remuneração das Cotas será definida em procedimento de coleta de intenções de investimento a ser real…",,emissão,939731_emissao_emissao_939731_2025-07-02.pdf · ID 939731 · 02/07/2025,triagem estruturada por evidência documental offline; campos vazios indicam ausência na extração
CRÉDITO UNIVERSITÁRIO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,08.417.544/0001-65,35ª SÉRIE,,28/07/2025,Não identificada na extração offline,,,"R$ 468.000.000,00",,,,,emissão,954682_emissao_emissao_954682_2025-07-28.pdf · ID 954682 · 28/07/2025,triagem estruturada por evidência documental offline; campos vazios indicam ausência na extração
CARTÃO DE COMPRA SUPPLIER FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,08.692.888/0001-82,,,15/01/2020 10:00,Não identificada na extração offline,,,"R$ 950.000,00",,"(d) prorrogar o prazo de validade do prêmio adicional atribuído às Quotas Seniores e às Quotas Mezanino I até 28 de fevereiro de 2022; (e ) incluir a possibilidade de antecipação da Data de Resgate de Quotas Senio res por deliberação dos Quotistas Subordinados; e (f) incluir a possibi lidade de criação de um prêmio de remuneração a ser conferido aos Quotist as Seniores e aos Quotistas Mezanino, por determinação dos…","(d) prorrogar o prazo de validade do prêmio adicional atribuído às Quotas Seniores e às Quotas Mezanino I até 28 de fevereiro de 2022; (e ) incluir a possibilidade de antecipação da Data de Resgate de Quotas Senio res por deliberação dos Quotistas Subordinados; e (f) incluir a possibi lidade de criação de um prêmio de remuneração a ser conferido aos Quotist as Seniores e aos Quotistas Mezanino, por determinação dos…",de Titulares Impontuais; (b) excluir a cobrança da Taxa de Saída; (c) atualizar a fórmula de cálculo da Taxa Mínima de Des conto; (d) prorrogar o prazo de validade do prêmio adicional atribuído às Quotas Seniores e às Quotas Mezanino I até 28 de fevereiro de 2022; (e ) incluir a possibilidade de antecipação da Data de Resgate de Quotas Senio res por deliberação dos Quotistas Subordinados; e (f) incluir a possibi lid…,evento de cota,142212_assembleia_assembleia_142212_2020-01-15.pdf · ID 142212 · 15/01/2020 10:00,triagem estruturada por evidência documental offline; campos vazios indicam ausência na extração
CARTÃO DE COMPRA SUPPLIER FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,08.692.888/0001-82,,,15/01/2020 10:00,Não identificada na extração offline,,,,,A ............... 16 CAPÍTULO VII – DOS CEDENTES E DOS DIREITOS CREDITÓRIOS ............................................................................. 17 CAPÍTULO VIII – DA ADMINISTRAÇÃO DO FUNDO ...................................................................................................... 18 CAPÍTULO IX – DA REMUNERAÇÃO DA ADMINISTRADORA....................................................................…,A ............... 16 CAPÍTULO VII – DOS CEDENTES E DOS DIREITOS CREDITÓRIOS ............................................................................. 17 CAPÍTULO VIII – DA ADMINISTRAÇÃO DO FUNDO ...................................................................................................... 18 CAPÍTULO IX – DA REMUNERAÇÃO DA ADMINISTRADORA....................................................................…,......................... 29 CAPÍTULO XV – DA EMISSÃO E DA INTEGRALIZAÇÃO DAS QUOTAS .................................................................... 30 CAPÍTULO XVI – DA VALORIZAÇÃO DAS QUOTAS ..................................................................................................... 31 CAPÍTULO XVII – DO RESGATE DAS QUOTAS SENIORES .....................................................................…,evento de cota,142213_assembleia_assembleia_142213_2020-01-15.pdf · ID 142213 · 15/01/2020 10:00,triagem estruturada por evidência documental offline; campos vazios indicam ausência na extração
