grupo,fundo,nome_curto,cnpj,data_documento,documento_id,source_file,categoria_documento,tipo_documento,criterio,chave,evento,comparacao,limite,threshold_value,threshold_unit,monitorabilidade_ime,metrica_ime,fonte_pagina,trecho,mudanca_vs_evidencia_anterior
Mercado Crédito,MERCADO CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,Mercado Crédito FIDC,33.254.370/0001-04,21/10/2021,228026,data/raw/33254370000104/228026_regulamento_regulamento_228026_2021-10-21.pdf,regulamento,Regulamento,Alocação mínima em direitos creditórios,credit_rights_allocation_min,enquadramento,>=,50%,0.5,ratio,monitoravel,Dir Cred / PL,228026_regulamento_regulamento_228026_2021-10-21.pdf · ID 228026,"ção e diversificação da Carteira do Fundo, estabelecidos neste Regulamento. 2.1.1 Os Direitos Creditórios Adquiridos e os Ativos Financeiros devem ser registrados, custodiados ou mantidos em conta de depósito diretamente em nome do Fundo, conforme o caso, em contas específicas abertas no SELIC, ou em instituições ou entidades autorizadas à prestação desse serviço pelo BACEN ou pela CVM. 2.2 A cada aquisição de Direi…",sem mudança vs evidência anterior
Mercado Crédito,MERCADO CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,Mercado Crédito FIDC,33.254.370/0001-04,29/06/2022 10:00,325863,data/raw/33254370000104/325863_assembleia_assembleia_325863_2022-06-29.pdf,assembleia,AGE,Alocação mínima em direitos creditórios,credit_rights_allocation_min,enquadramento,>=,50%,0.5,ratio,monitoravel,Dir Cred / PL,325863_assembleia_assembleia_325863_2022-06-29.pdf · ID 325863,"subordinado, 0(zero) outros e 0(zero) resgate e/ou amortização n = tamanho da amostra N = totalidade de direitos creditórios adquiridos z = Cristal Score = 1,96 p = produção a ser estimada = 50% ME = erro médio = 5,6% Fundos com mais de 1(um) cotista subordinado e/ou outros ou com apenas 1(um) cotista subordinado, 0(zero) outros e 1(um ou mais) resgate e/ou amortização n = tamanho da amostra N = totalidade de direit…",sem mudança vs evidência anterior
Mercado Crédito,MERCADO CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,Mercado Crédito FIDC,33.254.370/0001-04,29/06/2022 10:00,325863,data/raw/33254370000104/325863_assembleia_assembleia_325863_2022-06-29.pdf,assembleia,AGE,Alocação mínima em direitos creditórios,credit_rights_allocation_min,enquadramento,>=,6%,0.06,ratio,monitoravel,Dir Cred / PL,325863_assembleia_assembleia_325863_2022-06-29.pdf · ID 325863,",6% Fundos com mais de 1(um) cotista subordinado e/ou outros ou com apenas 1(um) cotista subordinado, 0(zero) outros e 1(um ou mais) resgate e/ou amortização n = tamanho da amostra N = totalidade de direitos creditórios adquiridos z = Cristal Score = 1,96 p = produção a ser estimada = 50% ME = erro médio = 9,8% Base de Seleção e Critério de Seleção A população base para a seleção da amostra compreenderá os direitos…",alterou de >= 50% para >= 6%
Mercado Crédito,MERCADO CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,Mercado Crédito FIDC,33.254.370/0001-04,29/06/2022 10:00,325863,data/raw/33254370000104/325863_assembleia_assembleia_325863_2022-06-29.pdf,assembleia,AGE,Alocação mínima em direitos creditórios,credit_rights_allocation_min,enquadramento,>=,50%,0.5,ratio,monitoravel,Dir Cred / PL,325863_assembleia_assembleia_325863_2022-06-29.pdf · ID 325863,"tros ou com apenas 1(um) cotista subordinado, 0(zero) outros e 1(um ou mais) resgate e/ou amortização n = tamanho da amostra N = totalidade de direitos creditórios adquiridos z = Cristal Score = 1,96 p = produção a ser estimada = 50% ME = erro médio = 9,8% Base de Seleção e Critério de Seleção A população base para a seleção da amostra compreenderá os direitos creditórios em aberto a vencer. A seleção dos Direitos C…",alterou de >= 6% para >= 50%
Mercado Crédito,MERCADO CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,Mercado Crédito FIDC,33.254.370/0001-04,29/06/2022,325865,data/raw/33254370000104/325865_regulamento_regulamento_325865_2022-06-29.pdf,regulamento,Regulamento,Alocação mínima em direitos creditórios,credit_rights_allocation_min,enquadramento,>=,50%,0.5,ratio,monitoravel,Dir Cred / PL,325865_regulamento_regulamento_325865_2022-06-29.pdf · ID 325865,"a valorização de suas Cotas por meio da aplicação de seu Patrimônio Líquido na aquisição de: (i) Direitos Creditórios que atendam aos Critérios de Elegibilidade e às Condições de Cessão estabelecidos no Capítulo 3 deste Regulamento; e (ii) Ativos Financeiros listados na cláusula 2.10 abaixo, observados todos os índices de composição e diversificação da Carteira do Fundo, estabelecidos neste Regulamento. 2.1.1 Os Dir…",sem mudança vs evidência anterior
Mercado Crédito,MERCADO CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,Mercado Crédito FIDC,33.254.370/0001-04,14/10/2022 17:00,365260,data/raw/33254370000104/365260_assembleia_assembleia_365260_2022-10-14.pdf,assembleia,AGE,Alocação mínima em direitos creditórios,credit_rights_allocation_min,enquadramento,>=,100%,1.0,ratio,monitoravel,Dir Cred / PL,365260_assembleia_assembleia_365260_2022-10-14.pdf · ID 365260,"1 MERCADO CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADO CNPJ/ME Nº 33.254.370/0001-04 ATA DA ASSEMBLEIA GERAL EXTRAORDINÁRIA DE COTISTAS REALIZADA EM 14 DE OUTUBRO DE 2022. 1. HORA E LOCAL: Realizada às 17:00hs, na sede social da CAPTALYS DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA., instituição administradora (“ Administradora”) do MERCADO CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CR…",alterou de >= 50% para >= 100%
Mercado Crédito,MERCADO CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,Mercado Crédito FIDC,33.254.370/0001-04,14/10/2022 17:00,365260,data/raw/33254370000104/365260_assembleia_assembleia_365260_2022-10-14.pdf,assembleia,AGE,Alocação mínima em direitos creditórios,credit_rights_allocation_min,enquadramento,>=,100%,1.0,ratio,monitoravel,Dir Cred / PL,365260_assembleia_assembleia_365260_2022-10-14.pdf · ID 365260,"ada. 3 PRESENÇA: Compareceram os cotistas representando 100% (cem por cento) das Cotas de emissão do Fundo em circulação (“Cotistas”). Compareceu, ainda, o representante legal da Administradora. 4 COMPOSIÇÃO DA MESA: Presidente: Carlos Shiratori; Secretária: Juliana Gurzoni 5 ORDEM DO DIA: Deliberar sobre: (i) a alteração da cláusula 3.5 do Regulamento do Fundo, referente aos Critérios de Elegibilidade para os Direi…",sem mudança vs evidência anterior
Mercado Crédito,MERCADO CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,Mercado Crédito FIDC,33.254.370/0001-04,14/10/2022 17:00,365260,data/raw/33254370000104/365260_assembleia_assembleia_365260_2022-10-14.pdf,assembleia,AGE,Alocação mínima em direitos creditórios,credit_rights_allocation_min,enquadramento,<=,10%,0.1,ratio,monitoravel,Dir Cred / PL,365260_assembleia_assembleia_365260_2022-10-14.pdf · ID 365260,"S: Os Cotistas deliberaram pela aprovação, por unanimidade, sem qualquer restrição ou ressalva, todos os itens da ordem do dia, conforme segue abaixo: 6.1 Os Cotistas deliberaram pela aprovação da alteração da cláusula 3.5 do Regulamento do Fundo, referente aos Critérios de Elegibilidade para os Direitos Creditórios CCB, a qual passará a vigorar com a seguinte redação: “3.5 Como Critério de Elegibilidade, os Direito…",alterou de >= 100% para <= 10%
Mercado Crédito,MERCADO CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,Mercado Crédito FIDC,33.254.370/0001-04,14/10/2022,365262,data/raw/33254370000104/365262_regulamento_regulamento_365262_2022-10-14.pdf,regulamento,Regulamento,Alocação mínima em direitos creditórios,credit_rights_allocation_min,enquadramento,>=,50%,0.5,ratio,monitoravel,Dir Cred / PL,365262_regulamento_regulamento_365262_2022-10-14.pdf · ID 365262,"a valorização de suas Cotas por meio da aplicação de seu Patrimônio Líquido na aquisição de: (i) Direitos Creditórios que atendam aos Critérios de Elegibilidade e às Condições de Cessão estabelecidos no Capítulo 3 deste Regulamento; e (ii) Ativos Financeiros listados na cláusula 2.10 abaixo, observados todos os índices de composição e diversificação da Carte ira do Fundo, estabelecidos neste Regulamento. 2.1.1 Os Di…",alterou de <= 10% para >= 50%
Mercado Crédito,MERCADO CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,Mercado Crédito FIDC,33.254.370/0001-04,16/03/2023 09:00,433414,data/raw/33254370000104/433414_assembleia_assembleia_433414_2023-03-16.pdf,assembleia,AGO/E,Alocação mínima em direitos creditórios,credit_rights_allocation_min,enquadramento,>=,100%,1.0,ratio,monitoravel,Dir Cred / PL,433414_assembleia_assembleia_433414_2023-03-16.pdf · ID 433414,"1 ASSEMBLEIA GERAL DE COTISTAS DO MERCADO CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS CNPJ nº 33.254.370/0001-04 DATA, HORA E LOCAL: Realizada em 16 de março de 2023, às 9h00, de forma remota por meio de plataforma virtual. CONVOCAÇÃO: realizada por meio eletrônico, em 06 de março de 2023, em consonância com a Instrução CVM nº 356, e o regulamento do Fundo (“Regulamento”). PRESENÇA: compar…",alterou de >= 50% para >= 100%
Mercado Crédito,MERCADO CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,Mercado Crédito FIDC,33.254.370/0001-04,17/04/2023 09:00,447603,data/raw/33254370000104/447603_assembleia_assembleia_447603_2023-04-17.pdf,assembleia,AGO/E,Alocação mínima em direitos creditórios,credit_rights_allocation_min,enquadramento,>=,100%,1.0,ratio,monitoravel,Dir Cred / PL,447603_assembleia_assembleia_447603_2023-04-17.pdf · ID 447603,"ATA DE ASSEMBLEIA GERAL DE COTISTAS DO MERCADO CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS CNPJ nº 33.254.370-0001-04 DATA, HORA E LOCAL: Assembleia instalada em 17 de abril de 2023, às 09:00 horas, de forma remota por meio de plataforma virtual, com a presença da totalidade dos cotistas do Fundo. CONVOCAÇÃO: Dispensada, nos termos da legislação em vigor (“Regulamento”). PRESENÇA: comparec…",sem mudança vs evidência anterior
Mercado Crédito,MERCADO CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,Mercado Crédito FIDC,33.254.370/0001-04,26/04/2023 16:00,451292,data/raw/33254370000104/451292_assembleia_assembleia_451292_2023-04-26.pdf,assembleia,AGO/E,Alocação mínima em direitos creditórios,credit_rights_allocation_min,enquadramento,>=,100%,1.0,ratio,monitoravel,Dir Cred / PL,451292_assembleia_assembleia_451292_2023-04-26.pdf · ID 451292,"ATA DE ASSEMBLEIA GERAL DE COTISTAS DO MERCADO CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS CNPJ nº 33.254.370-0001-04 DATA, HORA E LOCAL: Assembleia instalada em 26 de abril de 2023, às 16:00 horas, de forma remota por meio de plataforma virtual, com a presença da totalidade dos cotistas do Fundo. CONVOCAÇÃO: Dispensada, nos termos da legislação em vigor (“Regulamento”). PRESENÇA: comparec…",sem mudança vs evidência anterior
Mercado Crédito,MERCADO CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,Mercado Crédito FIDC,33.254.370/0001-04,26/04/2023,451354,data/raw/33254370000104/451354_regulamento_regulamento_451354_2023-04-26.pdf,regulamento,Regulamento,Alocação mínima em direitos creditórios,credit_rights_allocation_min,enquadramento,>=,50%,0.5,ratio,monitoravel,Dir Cred / PL,451354_regulamento_regulamento_451354_2023-04-26.pdf · ID 451354,"a valorização de suas Cotas por meio da aplicação de seu Patrimônio Líquido na aquisição de: (i) Direitos Creditórios que atendam aos Critérios de Elegibilidade e às Condições de Cessão estabelecidos no Capítulo 3 deste Regulamento; e (ii) Ativos Financeiros listados na cláusula 2.10 abaixo, observados todos os índices de composição e diversificação d a Carteira do Fundo, estabelecidos neste Regulamento. 2.1.1 Os Di…",alterou de >= 100% para >= 50%
Mercado Crédito,MERCADO CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,Mercado Crédito FIDC,33.254.370/0001-04,26/04/2023,451354,data/raw/33254370000104/451354_regulamento_regulamento_451354_2023-04-26.pdf,regulamento,Regulamento,Alocação mínima em direitos creditórios,credit_rights_allocation_min,enquadramento,>=,50%,0.5,ratio,monitoravel,Dir Cred / PL,451354_regulamento_regulamento_451354_2023-04-26.pdf · ID 451354,"ção e diversificação d a Carteira do Fundo, estabelecidos neste Regulamento. 2.1.1 Os Direitos Creditórios Adquiridos e os Ativos Financeiros devem ser registrados, custodiados ou mantidos em conta de depósito diretamente em nome do Fundo, conforme o caso, em contas específicas abertas no SELIC, ou em instituições ou entidades autorizadas à prestação desse serviço pelo BACEN ou pela CVM. 2.2 A cada aquisição de Dire…",sem mudança vs evidência anterior
Mercado Crédito,MERCADO CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,Mercado Crédito FIDC,33.254.370/0001-04,30/08/2023,519058,data/raw/33254370000104/519058_regulamento_regulamento_519058_2023-08-30.pdf,regulamento,Regulamento,Alocação mínima em direitos creditórios,credit_rights_allocation_min,enquadramento,>=,50%,0.5,ratio,monitoravel,Dir Cred / PL,519058_regulamento_regulamento_519058_2023-08-30.pdf · ID 519058,"a valorização de suas Cotas por meio da aplicação de seu Patrimônio Líquido na aquisição de: (i) Direitos Creditórios que atendam aos Critérios de Elegibilidade e às Condições de Cessão estabelecidos no Capítulo 3 deste Regulamento; e (ii ) Ativos Financeiros listados na cláusula 2.10 abaixo, observados todos os índices de composição e diversificação da Carteira do Fundo, estabelecidos neste Regulamento. 2.1.1 Os Di…",sem mudança vs evidência anterior
Mercado Crédito,MERCADO CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,Mercado Crédito FIDC,33.254.370/0001-04,30/08/2023 09:00,519065,data/raw/33254370000104/519065_assembleia_assembleia_519065_2023-08-30.pdf,assembleia,AGO/E,Alocação mínima em direitos creditórios,credit_rights_allocation_min,enquadramento,>=,100%,1.0,ratio,monitoravel,Dir Cred / PL,519065_assembleia_assembleia_519065_2023-08-30.pdf · ID 519065,"MERCADO CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS CNPJ/MF nº 33.254.370/0001‐04 ATA DA ASSEMBLEIA GERAL DE COTISTAS REALIZADA EM 30 DE AGOSTO DE 2023. 1. DATA, HORA E LOCAL : Realizada aos 30 de agosto de 2023, às 09h00, na sede da FINVEST DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA., instituição administradora (“Administradora”) do Mercado Crédito Fundo de Investimento em Direit…",alterou de >= 50% para >= 100%
Mercado Crédito,MERCADO CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,Mercado Crédito FIDC,33.254.370/0001-04,03/09/2024 11:00,749010,data/raw/33254370000104/749010_assembleia_assembleia_749010_2024-09-03.pdf,assembleia,AGE,Alocação mínima em direitos creditórios,credit_rights_allocation_min,enquadramento,>=,100%,1.0,ratio,monitoravel,Dir Cred / PL,749010_assembleia_assembleia_749010_2024-09-03.pdf · ID 749010,"RCADO CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS CNPJ/MF nº 33.254.370/0001‐04 ATA DA ASSEMBLEIA GERAL DE COTISTAS REALIZADA EM 30 DE SETEMBRO DE 2024. 1. DATA, HORA E LOCAL : Realizada aos 30 de setembro de 2024, às 09h00, na sede da FINVEST DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA., instituição administradora (“Administradora”) do Mercado Crédito Fundo de Investimento em Dire…",sem mudança vs evidência anterior
