Fundo,CNPJ,Critério,Limite/regra,Monitorabilidade IME,Métrica IME / proxy,Condição de alerta sugerida,Observação técnica,Fonte,cnpj_digits,arquivo_origem_tabela,Chave,Status curadoria,Evento,Comparação,Limite,Monitoramento,Métrica IME sugerida,Comentário,Trecho/Fórmula
SELLER II,55.471.753/0001-77,Derivativos,Operações com derivativos vedadas,direto agregado,MERC_DERIVATIVO / PL,Vermelho se posição agregada em derivativos != 0,IME só mostra posição agregada.,704724 p.61,55471753000177,reports/seller_criteria_monitoraveis_ime.csv,,,,,,,,,
SELLER II,55.471.753/0001-77,Reserva de Liquidez,Mínimo equivalente a 3 meses de despesas ordinárias,parcial,Disponibilidades; despesas ordinárias precisam input/manual,Só ativar se base de despesas estiver cadastrada,IME não traz o cálculo contratual completo.,704724 pp.110-111,55471753000177,reports/seller_criteria_monitoraveis_ime.csv,,,,,,,,,
SELLER II,55.471.753/0001-77,Reserva de Caixa,"Principal: 100% até D-10, acumula desde D-45; Remuneração: 100% até D-5, acumula desde D-10",parcial,Disponibilidades/Ativos Financeiros vs próximo pagamento,Alerta se caixa disponível < próximo serviço da dívida dentro da janela,Precisa calendário e saldo vivo; o calendário da sênior 1ª série foi extraído.,704724 p.111; 705139 p.4,55471753000177,reports/seller_criteria_monitoraveis_ime.csv,,,,,,,,,
Mercado Crédito Merchant Fundo de Investimento em Direitos Creditórios,28.472.333/0001-32,Alocação mínima em direitos creditórios,,,,,,135821_regulamento_regulamento_135821_2020-11-16.pdf,28472333000132,reports/regulatory_criteria_matrix.csv,credit_rights_allocation_min,,enquadramento,>=,50%,monitoravel,Dir Cred / PL,O Informe Mensal traz direitos creditórios e PL.,
Mercado Crédito Merchant Fundo de Investimento em Direitos Creditórios,28.472.333/0001-32,Hedges/derivativos permitidos,,,,,,135821_regulamento_regulamento_135821_2020-11-16.pdf,28472333000132,reports/regulatory_criteria_matrix.csv,permitted_hedges,,enquadramento,texto,,parcial,Posições mantidas em derivativos,"O IME mostra posições agregadas em derivativos, mas não valida integralmente elegibilidade contratual da proteção.",
Mercado Crédito Merchant Fundo de Investimento em Direitos Creditórios,28.472.333/0001-32,Cobertura mínima de PDD/provisão,,,,,,444985_assembleia_assembleia_444985_2023-04-13.pdf,28472333000132,reports/regulatory_criteria_matrix.csv,pdd_coverage_min,,enquadramento,>=,20%,monitoravel,PDD / Venc Total ou PDD / Venc > 90 d,O Informe Mensal traz provisão e buckets de atraso; a aderência depende da definição exata do regulamento.,
Mercado Crédito Merchant Fundo de Investimento em Direitos Creditórios,28.472.333/0001-32,Alocação mínima em direitos creditórios,,,,,,444985_assembleia_assembleia_444985_2023-04-13.pdf,28472333000132,reports/regulatory_criteria_matrix.csv,credit_rights_allocation_min,,enquadramento,>=,50%,monitoravel,Dir Cred / PL,O Informe Mensal traz direitos creditórios e PL.,
Mercado Crédito Merchant Fundo de Investimento em Direitos Creditórios,28.472.333/0001-32,Hedges/derivativos permitidos,,,,,,444985_assembleia_assembleia_444985_2023-04-13.pdf,28472333000132,reports/regulatory_criteria_matrix.csv,permitted_hedges,,enquadramento,texto,,parcial,Posições mantidas em derivativos,"O IME mostra posições agregadas em derivativos, mas não valida integralmente elegibilidade contratual da proteção.",
Mercado Crédito Merchant Fundo de Investimento em Direitos Creditórios,28.472.333/0001-32,Cobertura mínima de PDD/provisão,,,,,,448299_regulamento_regulamento_448299_2023-04-19.pdf,28472333000132,reports/regulatory_criteria_matrix.csv,pdd_coverage_min,,enquadramento,>=,20%,monitoravel,PDD / Venc Total ou PDD / Venc > 90 d,O Informe Mensal traz provisão e buckets de atraso; a aderência depende da definição exata do regulamento.,
Mercado Crédito Merchant Fundo de Investimento em Direitos Creditórios,28.472.333/0001-32,Alocação mínima em direitos creditórios,,,,,,448299_regulamento_regulamento_448299_2023-04-19.pdf,28472333000132,reports/regulatory_criteria_matrix.csv,credit_rights_allocation_min,,enquadramento,>=,50%,monitoravel,Dir Cred / PL,O Informe Mensal traz direitos creditórios e PL.,
Mercado Crédito Merchant Fundo de Investimento em Direitos Creditórios,28.472.333/0001-32,Hedges/derivativos permitidos,,,,,,448299_regulamento_regulamento_448299_2023-04-19.pdf,28472333000132,reports/regulatory_criteria_matrix.csv,permitted_hedges,,enquadramento,texto,,parcial,Posições mantidas em derivativos,"O IME mostra posições agregadas em derivativos, mas não valida integralmente elegibilidade contratual da proteção.",
Mercado Crédito Merchant Fundo de Investimento em Direitos Creditórios,28.472.333/0001-32,Cobertura mínima de PDD/provisão,,,,,,732139_assembleia_assembleia_732139_2024-09-03.pdf,28472333000132,reports/regulatory_criteria_matrix.csv,pdd_coverage_min,,enquadramento,>=,20%,monitoravel,PDD / Venc Total ou PDD / Venc > 90 d,O Informe Mensal traz provisão e buckets de atraso; a aderência depende da definição exata do regulamento.,
Mercado Crédito Merchant Fundo de Investimento em Direitos Creditórios,28.472.333/0001-32,Hedges/derivativos permitidos,,,,,,732139_assembleia_assembleia_732139_2024-09-03.pdf,28472333000132,reports/regulatory_criteria_matrix.csv,permitted_hedges,,enquadramento,texto,,parcial,Posições mantidas em derivativos,"O IME mostra posições agregadas em derivativos, mas não valida integralmente elegibilidade contratual da proteção.",
Mercado Crédito Merchant Fundo de Investimento em Direitos Creditórios,28.472.333/0001-32,Cobertura mínima de PDD/provisão,,,,,,732140_regulamento_regulamento_732140_2024-09-03.pdf,28472333000132,reports/regulatory_criteria_matrix.csv,pdd_coverage_min,,enquadramento,>=,20%,monitoravel,PDD / Venc Total ou PDD / Venc > 90 d,O Informe Mensal traz provisão e buckets de atraso; a aderência depende da definição exata do regulamento.,
Mercado Crédito Merchant Fundo de Investimento em Direitos Creditórios,28.472.333/0001-32,Alocação mínima em direitos creditórios,,,,,,732140_regulamento_regulamento_732140_2024-09-03.pdf,28472333000132,reports/regulatory_criteria_matrix.csv,credit_rights_allocation_min,,enquadramento,>=,50%,monitoravel,Dir Cred / PL,O Informe Mensal traz direitos creditórios e PL.,
Mercado Crédito Merchant Fundo de Investimento em Direitos Creditórios,28.472.333/0001-32,Hedges/derivativos permitidos,,,,,,732140_regulamento_regulamento_732140_2024-09-03.pdf,28472333000132,reports/regulatory_criteria_matrix.csv,permitted_hedges,,enquadramento,texto,,parcial,Posições mantidas em derivativos,"O IME mostra posições agregadas em derivativos, mas não valida integralmente elegibilidade contratual da proteção.",
MERCADO CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,33.254.370/0001-04,Alocação mínima em direitos creditórios,,,,,,206963_regulamento_regulamento_206963_2021-07-15.pdf,33254370000104,reports/regulatory_criteria_matrix.csv,credit_rights_allocation_min,,enquadramento,>=,50%,monitoravel,Dir Cred / PL,O Informe Mensal traz direitos creditórios e PL.,
MERCADO CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,33.254.370/0001-04,Hedges/derivativos permitidos,,,,,,206963_regulamento_regulamento_206963_2021-07-15.pdf,33254370000104,reports/regulatory_criteria_matrix.csv,permitted_hedges,,enquadramento,texto,,parcial,Posições mantidas em derivativos,"O IME mostra posições agregadas em derivativos, mas não valida integralmente elegibilidade contratual da proteção.",
MERCADO CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,33.254.370/0001-04,Alocação mínima em direitos creditórios,,,,,,201177_regulamento_regulamento_201177_2021-07-30.pdf,33254370000104,reports/regulatory_criteria_matrix.csv,credit_rights_allocation_min,,enquadramento,>=,50%,monitoravel,Dir Cred / PL,O Informe Mensal traz direitos creditórios e PL.,
MERCADO CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,33.254.370/0001-04,Hedges/derivativos permitidos,,,,,,201177_regulamento_regulamento_201177_2021-07-30.pdf,33254370000104,reports/regulatory_criteria_matrix.csv,permitted_hedges,,enquadramento,texto,,parcial,Posições mantidas em derivativos,"O IME mostra posições agregadas em derivativos, mas não valida integralmente elegibilidade contratual da proteção.",
MERCADO CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,33.254.370/0001-04,Subordinação mínima,,,,,,207364_regulamento_regulamento_207364_2021-08-13.pdf,33254370000104,reports/regulatory_criteria_matrix.csv,subordination_ratio_min,,enquadramento,>=,"33,33 %",monitoravel,"Cotas Sub / PL %, Cotas MZ / PL % e Cotas SR / PL %",O Informe Mensal traz PL e classes/cotas; a subordinação pode ser recalculada por classe quando as cotas reconciliam.,
MERCADO CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,33.254.370/0001-04,Atraso/Inadimplência - evento de avaliação,,,,,,207364_regulamento_regulamento_207364_2021-08-13.pdf,33254370000104,reports/regulatory_criteria_matrix.csv,default_rate_evaluation_event,,avaliação,<=,50%,monitoravel,Vencidos Over 30/60/90/180/360 d / Crédito,Os buckets de atraso do Informe Mensal permitem recompor NPL Over acumulado por faixa.,
MERCADO CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,33.254.370/0001-04,Alocação mínima em direitos creditórios,,,,,,207364_regulamento_regulamento_207364_2021-08-13.pdf,33254370000104,reports/regulatory_criteria_matrix.csv,credit_rights_allocation_min,,enquadramento,>=,50%,monitoravel,Dir Cred / PL,O Informe Mensal traz direitos creditórios e PL.,
MERCADO CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,33.254.370/0001-04,Hedges/derivativos permitidos,,,,,,207364_regulamento_regulamento_207364_2021-08-13.pdf,33254370000104,reports/regulatory_criteria_matrix.csv,permitted_hedges,,enquadramento,texto,,parcial,Posições mantidas em derivativos,"O IME mostra posições agregadas em derivativos, mas não valida integralmente elegibilidade contratual da proteção.",
MERCADO CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,33.254.370/0001-04,Alocação mínima em direitos creditórios,,,,,,211844_assembleia_assembleia_211844_2021-08-13.pdf,33254370000104,reports/regulatory_criteria_matrix.csv,credit_rights_allocation_min,,enquadramento,>=,100%,monitoravel,Dir Cred / PL,O Informe Mensal traz direitos creditórios e PL.,
MERCADO CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,33.254.370/0001-04,Subordinação mínima,,,,,,228026_regulamento_regulamento_228026_2021-10-21.pdf,33254370000104,reports/regulatory_criteria_matrix.csv,subordination_ratio_min,,enquadramento,>=,"33,33%",monitoravel,"Cotas Sub / PL %, Cotas MZ / PL % e Cotas SR / PL %",O Informe Mensal traz PL e classes/cotas; a subordinação pode ser recalculada por classe quando as cotas reconciliam.,
MERCADO CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,33.254.370/0001-04,Alocação mínima em direitos creditórios,,,,,,228026_regulamento_regulamento_228026_2021-10-21.pdf,33254370000104,reports/regulatory_criteria_matrix.csv,credit_rights_allocation_min,,enquadramento,>=,50%,monitoravel,Dir Cred / PL,O Informe Mensal traz direitos creditórios e PL.,
MERCADO CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,33.254.370/0001-04,Hedges/derivativos permitidos,,,,,,228026_regulamento_regulamento_228026_2021-10-21.pdf,33254370000104,reports/regulatory_criteria_matrix.csv,permitted_hedges,,enquadramento,texto,,parcial,Posições mantidas em derivativos,"O IME mostra posições agregadas em derivativos, mas não valida integralmente elegibilidade contratual da proteção.",
MERCADO CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,33.254.370/0001-04,Alocação mínima em direitos creditórios,,,,,,325863_assembleia_assembleia_325863_2022-06-29.pdf,33254370000104,reports/regulatory_criteria_matrix.csv,credit_rights_allocation_min,,enquadramento,>=,50%,monitoravel,Dir Cred / PL,O Informe Mensal traz direitos creditórios e PL.,
MERCADO CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,33.254.370/0001-04,Alocação mínima em direitos creditórios,,,,,,325863_assembleia_assembleia_325863_2022-06-29.pdf,33254370000104,reports/regulatory_criteria_matrix.csv,credit_rights_allocation_min,,enquadramento,>=,6%,monitoravel,Dir Cred / PL,O Informe Mensal traz direitos creditórios e PL.,
MERCADO CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,33.254.370/0001-04,Subordinação mínima,,,,,,325865_regulamento_regulamento_325865_2022-06-29.pdf,33254370000104,reports/regulatory_criteria_matrix.csv,subordination_ratio_min,,enquadramento,>=,"33,33%",monitoravel,"Cotas Sub / PL %, Cotas MZ / PL % e Cotas SR / PL %",O Informe Mensal traz PL e classes/cotas; a subordinação pode ser recalculada por classe quando as cotas reconciliam.,
MERCADO CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,33.254.370/0001-04,Atraso/Inadimplência - evento de avaliação,,,,,,325865_regulamento_regulamento_325865_2022-06-29.pdf,33254370000104,reports/regulatory_criteria_matrix.csv,default_rate_evaluation_event,,avaliação,<=,50%,monitoravel,Vencidos Over 30/60/90/180/360 d / Crédito,Os buckets de atraso do Informe Mensal permitem recompor NPL Over acumulado por faixa.,
MERCADO CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,33.254.370/0001-04,Alocação mínima em direitos creditórios,,,,,,325865_regulamento_regulamento_325865_2022-06-29.pdf,33254370000104,reports/regulatory_criteria_matrix.csv,credit_rights_allocation_min,,enquadramento,>=,50%,monitoravel,Dir Cred / PL,O Informe Mensal traz direitos creditórios e PL.,
MERCADO CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,33.254.370/0001-04,Hedges/derivativos permitidos,,,,,,325865_regulamento_regulamento_325865_2022-06-29.pdf,33254370000104,reports/regulatory_criteria_matrix.csv,permitted_hedges,,enquadramento,texto,,parcial,Posições mantidas em derivativos,"O IME mostra posições agregadas em derivativos, mas não valida integralmente elegibilidade contratual da proteção.",
MERCADO CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,33.254.370/0001-04,Alocação mínima em direitos creditórios,,,,,,365260_assembleia_assembleia_365260_2022-10-14.pdf,33254370000104,reports/regulatory_criteria_matrix.csv,credit_rights_allocation_min,,enquadramento,>=,100%,monitoravel,Dir Cred / PL,O Informe Mensal traz direitos creditórios e PL.,
MERCADO CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,33.254.370/0001-04,Alocação mínima em direitos creditórios,,,,,,365260_assembleia_assembleia_365260_2022-10-14.pdf,33254370000104,reports/regulatory_criteria_matrix.csv,credit_rights_allocation_min,,enquadramento,<=,10%,monitoravel,Dir Cred / PL,O Informe Mensal traz direitos creditórios e PL.,
MERCADO CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,33.254.370/0001-04,Subordinação mínima,,,,,,365262_regulamento_regulamento_365262_2022-10-14.pdf,33254370000104,reports/regulatory_criteria_matrix.csv,subordination_ratio_min,,enquadramento,>=,"33,33%",monitoravel,"Cotas Sub / PL %, Cotas MZ / PL % e Cotas SR / PL %",O Informe Mensal traz PL e classes/cotas; a subordinação pode ser recalculada por classe quando as cotas reconciliam.,
