Fundo,CNPJ,Data,Classe/Série,Evento,Volume,Remuneração,Amortização/Vencimento,Fonte
MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,37.511.828/0001-14,,,evento de cota,,"nos termos do Contrato de Gestão. “Relatório de Acompanhamento” Relatório mensal a ser elaborado e disponibilizado pelo Gestor aos Cotistas e ao Administrador até o 16º (décimo sexto) dia (inclusive) do mês calendário (ou o Dia Útil subsequente, caso a data máxima para disponibilização não seja um Dia Útil). ""Remuneração do Administrador"" A remuneração devida ao Administrador, conforme prevista no Capítulo Dezoito d…","SSÃO, SUBSCRIÇÃO E INTEGRALIZAÇÃO DAS COTAS ................................................................................................................................ 50 CAPÍTULO ONZE – DA ASSEMBLEIA GERAL DE COTISTAS ........................................................................... 58 CAPÍTULO DOZE – DA AMORTIZAÇÃO E DO RESGATE ORDINÁRIO DAS COTAS .............................. 68 CAPÍTULO TREZE – D…",386205_regulamento_regulamento_386205_2022-12-01.pdf
MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,37.511.828/0001-14,,,evento de cota,,,vante Consumidor” do Regulamento; (v) exclusão dos subitens (xiv) e (xvii) da cláusula 13.1 do Regulamento; (vi) inclusão de novas hipóteses de Eventos de Avaliação na cláusula 13.1 do Regulamento; (vii) exclusão dos subitens (i) e (iii) da cláusula 14.1 do Regulamento; (viii) inclusão de novas hipóteses de Eventos de Amortização Acelerada das Cotas na cláusula 14 .1 do Regulamento; (ix) alteração do subitem (i) do…,393133_assembleia_assembleia_393133_2022-12-22.pdf
MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,37.511.828/0001-14,,,evento de cota,,"nos termos do Contrato de Gestão. “Relatório de Acompanhamento” Relatório mensal a ser elaborado e disponibilizado pelo Gestor aos Cotistas e ao Administrador até o 16º (décimo sexto) dia (inclusive) do mês calendário (ou o Dia Útil subsequente, caso a data máxima para disponibilização não seja um Dia Útil). ""Remuneração do Administrador"" A remuneração devida ao Administrador, conforme prevista no Capítulo Dezoito d…","ÃO, SUBSCRIÇÃO E INTEGRALIZAÇÃO DAS COTAS ................................................................................................................................. 49 CAPÍTULO ONZE – DA ASSEMBLEIA GERAL DE COTISTAS ............................................................................ 57 CAPÍTULO DOZE – DA AMORTIZAÇÃO E DO RESGATE ORDINÁRIO DAS COTAS .............................. 67 CAPÍTULO TREZE – D…",393134_regulamento_regulamento_393134_2022-12-22.pdf
MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,37.511.828/0001-14,,Cotas Seniores da Primeira,evento de cota,"R$250,00","erador igual ao número de dias a partir da data do Evento de Pagamento Qualificado até a Data Limite de Investimento em Direitos Creditórios e um denominador igual a 360 (trezentos e sessenta), conforme memória de cálculo apresentada na forma Anexo A a este Suplemento. 10 728393214.1 Rendimento Utilização Mínima: Remuneração semestral a ser incorporada no valor da Cota Sênior com base na diferença entre (i) a soma d…","forma da presente ata de Assembleia Geral Extraordinária de Cotistas (“Ata”), sobre: (i) a alteração dos itens (iv) e (vi) da Cláusula 7.4 do Regulamento; (ii) a alteração do item (h) e inclusão de novo item (t) relacionado aos Limites de Concentração descritos Anexo VIII do Regulamento; (iii) a alteração da Forma de Amortização prevista no Suplemento de Cotas Seniores da Primeira Emissão e no Suplemento de Cotas Se…",521510_assembleia_assembleia_521510_2023-09-12.pdf
MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,37.511.828/0001-14,,COTAS SENIORES 110,evento de cota,,"nos termos do Contrato de Gestão. “Relatório de Acompanhamento” Relatório mensal a ser elaborado e disponibilizado pelo Gestor aos Cotistas e ao Administrador até o 16º (décimo sexto) dia (inclusive) do mês calendário (ou o Dia Útil subsequente, caso a data máxima para disponibilização não seja um Dia Útil). ""Remuneração do Administrador"" A remuneração devida ao Administrador, conforme prevista no Capítulo Dezoito d…","ITÓRIOS 48 CAPÍTULO NOVE – DOS CRITÉRIOS DE AVALIAÇÃO DOS DIREITOS CREDITÓRIOS E DOS ATIVOS FINANCEIROS INTEGRANTES DA CARTEIRA DO FUNDO 50 CAPÍTULO DEZ - DAS CARACTERÍSTICAS, DIREITOS, CONDIÇÕES DE EMISSÃO, SUBSCRIÇÃO E INTEGRALIZAÇÃO DAS COTAS 50 CAPÍTULO ONZE – DA ASSEMBLEIA GERAL DE COTISTAS 58 CAPÍTULO DOZE – DA AMORTIZAÇÃO E DO RESGATE ORDINÁRIO DAS COTAS 68 CAPÍTULO TREZE – DOS EVENTOS DE AVALIAÇÃO E LIQUIDAÇ…",521557_regulamento_regulamento_521557_2023-09-12.pdf
MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,37.511.828/0001-14,,,evento de cota,,,"os vencimentos; (b) juros legais, IOF, juros de mora, juros remuneratórios, multa legal, despesas para manutenção do crédito, honorários advocatícios e todas as demais despesas administrativas, tributárias e/ou financeiras nos termos desta CÉDULA; (c) para utilizar o saldo de qualquer espécie de conta para liquidação ou amortização da dívida resultante desta Cédula, bem como das tarifas, despesas, juros e encargos f…",591337_assembleia_assembleia_591337_2024-01-23.pdf
MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,37.511.828/0001-14,,COTAS SENIORES 110,evento de cota,,"Pago nos termos do Contrato de Gestão. “Relatório de Acompanhamento” Relatório mensal a ser elaborado e disponibilizado pelo Gestor aos Cotistas e ao Administrador até o 16º (décimo sexto) dia (inclusive) do mês calendário (ou o Dia Útil subsequente, caso a data máxima para disponibilização não seja um Dia Útil). ""Remuneração do Administrador"" A remuneração devida ao Administrador, conforme prevista no Capítulo Dezo…","ITÓRIOS 48 CAPÍTULO NOVE – DOS CRITÉRIOS DE AVALIAÇÃO DOS DIREITOS CREDITÓRIOS E DOS ATIVOS FINANCEIROS INTEGRANTES DA CARTEIRA DO FUNDO 50 CAPÍTULO DEZ - DAS CARACTERÍSTICAS, DIREITOS, CONDIÇÕES DE EMISSÃO, SUBSCRIÇÃO E INTEGRALIZAÇÃO DAS COTAS 50 CAPÍTULO ONZE – DA ASSEMBLEIA GERAL DE COTISTAS 58 CAPÍTULO DOZE – DA AMORTIZAÇÃO E DO RESGATE ORDINÁRIO DAS COTAS 68 CAPÍTULO TREZE – DOS EVENTOS DE AVALIAÇÃO E LIQUIDAÇ…",678673_regulamento_regulamento_678673_2024-06-10.pdf
MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,37.511.828/0001-14,,cotas seniores na Cota Sênior,evento de cota,,,"teração da definição de “Alteração de Controle” prevista no Regulamento do Fundo para ajustar a previsão de controle da MeLi sobre o Mercado Pago, para incluir previsão de alteração de controle com relação ao Mercado Pago e para excluir a hipótese do item (iii) da definição; 729552286.1 (vi) alteração da definição de “Amortização Acelerada” para adaptação da redação às previsões do Regulamento do Fundo; (vii) a alte…",699514_assembleia_assembleia_699514_2024-07-12.pdf
MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,37.511.828/0001-14,,,evento de cota,,"ago, nos termos do Contrato de Gestão. “Relatório de Acompanhamento” Relatório mensal a ser elaborado e disponibilizado pelo Gestor aos Cotistas e ao Administrador até o 16º (décimo sexto) dia (inclusive) do mês calendário (ou o Dia Útil subsequente, caso a data máxima para disponibilização não seja um Dia Útil). ""Remuneração do Administrador"" A remuneração devida ao Administrador, conforme prevista no Capítulo Déci…","ÇÕES DE EMISSÃO, SUBSCRIÇÃO E INTEGRALIZAÇÃO DAS COTAS ............................................................................................................................. 52 CAPÍTULO DÉCIMO PRIMEIRO – DA ASSEMBLEIA GERAL DE COTISTAS ................................................ 58 CAPÍTULO DÉCIMO SEGUNDO – DA AMORTIZAÇÃO E DO RESGATE ORDINÁRIO DAS COTAS ....... 68 CAPÍTULO DÉCIMO TERCEIRO – DOS EVENTOS…",699515_regulamento_regulamento_699515_2024-07-12.pdf
MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,37.511.828/0001-14,,,evento de cota,,"s” (Discrepancy Report) Significa o relatório a ser apresentado pelo Gestor, caso o Gestor identifique quaisquer discrepâncias entre os cálculos realizados por ele com base nas informações sobre os Direitos Creditórios Adquiridos disponibilizadas pelo Mercado Pago, e os cálculos disponibilizados pelo Mercado Pago. ""Remuneração do Administrador"" (Administrator’s Fee) Significa a remuneração devida ao Administrador, c…","O ......................................... 51 CAPÍTULO DÉCIMO - DAS CARACTERÍSTICAS, DIREITOS, CONDIÇÕES DE EMISSÃO, SUBSCRIÇÃO E INTEGRALIZAÇÃO DAS COTAS ....................................................................... 51 CAPÍTULO DÉCIMO PRIMEIRO– DA ASSEMBLEIA GERAL DE COTISTAS 57 CAPÍTULO DÉCIMO SEGUNDO– DA AMORTIZAÇÃO DAS COTAS 68 CAPÍTULO DÉCIMO TERCEIRO– DOS EVENTOS DE AVALIAÇÃO E LIQUIDAÇÃO DO FUNDO 6…",785567_regulamento_regulamento_785567_2024-11-14.pdf
MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,37.511.828/0001-14,,Cotas Subordinadas Mezanino do,evento de cota,"R$250,00","zanine Quotas of the Fund in a single subclass, pursuant to the complement attached to this Minutes as Annex IV, intended for Professional Investors; b. a inclusão da definição de “Benchmark Mezanino”, “Concorrente”, “Cotas Subordinadas Mezanino”, “Cotas Subordinadas Mezanino em Circulação”, “Justa Causa”, “Meta de Rentabilidade Mezanino”, “Transferências Permitidas”, “Valor Máximo de Investimento Mezanino” e “Valor…","“Mezzanine Benchmark”, “Competitors, Subordinated Mezzanine Quotas”, “Outstanding Subordinated Mezzanine Quotas” “Just Cause”, “Mezzanine Profitability Target”, “Permitted Transfers”, “Maximum Mezzanine Value” and “Paid-in Amount”; c. a alteração da definição de “Direito de Dissidência” para permitir o direito da Amortização Final das Cotas Subordinadas Mezanino pelos Cotistas Subordinados Mezanino, em caso de decis…",939684_assembleia_assembleia_939684_2025-06-13.pdf
MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,37.511.828/0001-14,,,evento de cota,,"s” (Discrepancy Report) Significa o relatório a ser apresentado pelo Gestor, caso o Gestor identifique quaisquer discrepâncias entre os cálculos realizados por ele com base nas informações sobre os Direitos Creditórios Adquiridos disponibilizadas pelo Mercado Pago, e os cálculos disponibilizados pelo Mercado Pago. “Remuneração do Administrador” (Administrator’s Fee) Significa a remuneração devida ao Administrador, c…","RACTERÍSTICAS, DIREITOS, CONDIÇÕES DE EMISSÃO, SUBSCRIÇÃO E INTEGRALIZAÇÃO DAS COTAS ................................................................................................ 56 CAPÍTULO DÉCIMO PRIMEIRO – DA ASSEMBLEIA GERAL DE COTISTAS ............................................. 65 CAPÍTULO DÉCIMO SEGUNDO – DA AMORTIZAÇÃO DAS COTAS ........................................................ 82 CAPÍTULO DÉCIMO…",939685_regulamento_regulamento_939685_2025-06-13.pdf
MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,37.511.828/0001-14,,,evento de cota,,"inal Unitário Inicial” (Initial Unit Nominal Amount)Significa o valor nominal unitário das Cotas indicado no respectivo Apêndice. “Valor Principal” (Principal Amount) Significa, em relação a qualquer Direito Creditório, o saldo devido e não pago do valor principal do crédito (sem considerar quaisquer valores decorrentes de remuneração, encargos, multas, juros, prêmios ou acréscimos de qualquer natureza). “Valor Prin…","TEGRANTES DA CARTEIRA DO FUNDO ..... 56CAPÍTULO DÉCIMO – DAS CARACTERÍSTICAS, DIREITOS, CONDIÇÕES DE EMISSÃO, SUBSCRIÇÃO E INTEGRALIZAÇÃO DAS COTAS ..................................................... 56CAPÍTULO DÉCIMO PRIMEIRO – DA ASSEMBLEIA GERAL DE COTISTAS .............................. 65CAPÍTULO DÉCIMO SEGUNDO – DA AMORTIZAÇÃO DAS COTAS ........................................ 82CAPÍTULO DÉCIMO TERCEIRO – DO…",1019776_regulamento_regulamento_1019776_2025-10-20.pdf
MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,37.511.828/0001-14,,,evento de cota,,"nos termos das Cláusulas 10.21 e 10.24. (Initial Unit Nominal Amount) Significa o valor nominal unitário das Cotas indicado no respectivo Apêndice. (Principal Amount) Significa, em relação a qualquer Direito Creditório, o saldo devido e não pago do valor principal do crédito (sem considerar quaisquer valores decorrentes de remuneração, encargos, multas, juros, prêmios ou acréscimos de qualquer natureza). (Original P…","INTEGRANTES DA CARTEIRA DO FUNDO ..... 57 CAPÍTULO DÉCIMO DAS CARACTERÍSTICAS, DIREITOS, CONDIÇÕES DE EMISSÃO, SUBSCRIÇÃO E INTEGRALIZAÇÃO DAS COTAS ..................................................... 57 CAPÍTULO DÉCIMO PRIMEIRO DA ASSEMBLEIA GERAL DE COTISTAS .............................. 66 CAPÍTULO DÉCIMO SEGUNDO DA AMORTIZAÇÃO DAS COTAS ........................................ 83 CAPÍTULO DÉCIMO TERCEIRO DOS…",1200490_regulamento_regulamento_1200490_2026-03-27.pdf
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS BASSANO DI GRAPPO - RESPONSABILIDADE LIMITADA,37.645.459/0001-52,,,evento de cota,"R$ 30.000,00","axa de Administração devida. 7.4 Os valores acima não incluem as despesas e os encar gos previstos na cláusula 18 do presente Regulamento, a serem debitados do Fundo pela Administradora. 7.5 Não serão cobradas dos Cotistas quaisquer outras ta xas, tais como taxa de ingresso ou taxa de saída. 7.6 Adicionalmente à remuneração prevista no Artigo 7.1 deste Regulamento, o Fundo, com base em seu resultado, remunerará a Ge…","ditórios, nos termos da política de investimento , de composição e de diversificação da carteira do Fundo descrita neste Regulamento. 2. FORMA DE CONSTITUIÇÃO 2.1 O Fundo é constituído sob a forma de condomínio fec hado, de modo que as Cotas somente serão resgatadas quando da liquidação do Fundo, sendo permitida a amortização das Cotas, nos termos do presente Regulamento. 3. PRAZO DE DURAÇÃO 3.1 O Fundo terá prazo d…",191679_regulamento_regulamento_191679_2020-06-08.pdf
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS BASSANO DI GRAPPO - RESPONSABILIDADE LIMITADA,37.645.459/0001-52,,,emissão,"R$ 30.000,00","axa de Administração devida. 7.4 Os valores acima não incluem as despesas e os encar gos previstos na cláusula 18 do presente Regulamento, a serem debitados do Fundo pela Administradora. 7.5 Não serão cobradas dos Cotistas quaisquer outras ta xas, tais como taxa de ingresso ou taxa de saída. 7.6 Adicionalmente à remuneração prevista no Artigo 7.1 deste Regulamento, o Fundo, com base em seu resultado, remunerará a Ge…","ditórios, nos termos da política de investimento , de composição e de diversificação da carteira do Fundo descrita neste Regulamento. 2. FORMA DE CONSTITUIÇÃO 2.1 O Fundo é constituído sob a forma de condomínio fec hado, de modo que as Cotas somente serão resgatadas quando da liquidação do Fundo, sendo permitida a amortização das Cotas, nos termos do presente Regulamento. 3. PRAZO DE DURAÇÃO 3.1 O Fundo terá prazo d…",191680_emissao_emissao_191680_2020-06-08.pdf
