priority_rank,review_wave,review_reason,cnpj_emissor,nome_emissor,setor_n1,setor_n2,confidence,linhas_oferta,volume_total_registrado,volume_encerrado_conservador,platform_coverage_level,classification_evidence,expected_primary_docs,review_goal
1,Onda 1 - top 50 por volume,confianca_media_alto_volume,63662224000189,FIDC SANTANDER AUTO LOANS I SEGMENTO FINANCEIRO - RESPONSABILIDADE LIMITADA,Crédito PF,Auto/Veículos,media,1,3000000000.0,3000000000.0,sem_curadoria_local,nome_emissor: regex `\bAUTO\b`,regulamento vigente; suplemento/anúncio de encerramento; ata de emissão; anexos de cessão se disponíveis,confirmar setor/lastro; identificar cedentes/sacados; extrair prestadores; preencher matriz tem/não tem; capturar preço/spread se houver emissão
52,Onda 2 - top 150 por volume,confianca_media_alto_volume,52596071000100,CONSIGNADO PLGN I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,Crédito PF,Consignado/INSS,media,2,530000000.0,530000000.0,sem_curadoria_local,nome_emissor: regex `CONSIGNADO`,regulamento vigente; suplemento/anúncio de encerramento; ata de emissão; anexos de cessão se disponíveis,confirmar setor/lastro; identificar cedentes/sacados; extrair prestadores; preencher matriz tem/não tem; capturar preço/spread se houver emissão
53,Onda 2 - top 150 por volume,sem_classificacao_setorial,62144964000160,FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS MEDICI - RESPONSABILIDADE LIMITADA,Não classificado,Revisar manualmente,baixa,1,511920000.0,511920000.0,sem_curadoria_local,Sem regra setorial acionada por metadados disponíveis.,regulamento vigente; suplemento/anúncio de encerramento; ata de emissão; anexos de cessão se disponíveis,confirmar setor/lastro; identificar cedentes/sacados; extrair prestadores; preencher matriz tem/não tem; capturar preço/spread se houver emissão
54,Onda 2 - top 150 por volume,confianca_media_alto_volume,62705336000107,SALVADOR FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS CRÉDITO CONSIGNADO RESPONSABILIDADE LIMITADA,Crédito PF,Consignado/INSS,media,2,508210000.01,230000000.01,sem_curadoria_local,nome_emissor: regex `CONSIGNADO`,regulamento vigente; suplemento/anúncio de encerramento; ata de emissão; anexos de cessão se disponíveis,confirmar setor/lastro; identificar cedentes/sacados; extrair prestadores; preencher matriz tem/não tem; capturar preço/spread se houver emissão
55,Onda 2 - top 150 por volume,confianca_media_alto_volume,12813212000177,RNX FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL,Crédito PJ,Recebíveis comerciais/multissetorial,media,9,503000000.0,503000000.0,sem_curadoria_local,nome_emissor: regex `MULTISSETORIAL`,regulamento vigente; suplemento/anúncio de encerramento; ata de emissão; anexos de cessão se disponíveis,confirmar setor/lastro; identificar cedentes/sacados; extrair prestadores; preencher matriz tem/não tem; capturar preço/spread se houver emissão
56,Onda 2 - top 150 por volume,confianca_media_alto_volume,55257461000136,SELLOR FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL,Crédito PJ,Recebíveis comerciais/multissetorial,media,3,500000000.19,330000000.0,sem_curadoria_local,nome_emissor: regex `MULTISSETORIAL`,regulamento vigente; suplemento/anúncio de encerramento; ata de emissão; anexos de cessão se disponíveis,confirmar setor/lastro; identificar cedentes/sacados; extrair prestadores; preencher matriz tem/não tem; capturar preço/spread se houver emissão
57,Onda 2 - top 150 por volume,confianca_media_alto_volume,54697682000162,FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS SOMACRED SABEMI CONSIGNADO PUBLICO III,Crédito PF,Consignado/INSS,media,1,500000000.0,500000000.0,sem_curadoria_local,nome_emissor: regex `CONSIGNADO`,regulamento vigente; suplemento/anúncio de encerramento; ata de emissão; anexos de cessão se disponíveis,confirmar setor/lastro; identificar cedentes/sacados; extrair prestadores; preencher matriz tem/não tem; capturar preço/spread se houver emissão
58,Onda 2 - top 150 por volume,sem_classificacao_setorial,61288838000117,IFOOD PAGO CRÉDITO III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FINANCEIRO RESP. LIMITADA,Não classificado,Revisar manualmente,baixa,1,500000000.0,500000000.0,sem_curadoria_local,Sem regra setorial acionada por metadados disponíveis.,regulamento vigente; suplemento/anúncio de encerramento; ata de emissão; anexos de cessão se disponíveis,confirmar setor/lastro; identificar cedentes/sacados; extrair prestadores; preencher matriz tem/não tem; capturar preço/spread se houver emissão
59,Onda 2 - top 150 por volume,sem_classificacao_setorial,55914292000160,G5 SPECIAL F SEN CDI II FI EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITORIOS,Não classificado,Revisar manualmente,baixa,4,500000000.0,350000000.0,sem_curadoria_local,Sem regra setorial acionada por metadados disponíveis.,regulamento vigente; suplemento/anúncio de encerramento; ata de emissão; anexos de cessão se disponíveis,confirmar setor/lastro; identificar cedentes/sacados; extrair prestadores; preencher matriz tem/não tem; capturar preço/spread se houver emissão
60,Onda 2 - top 150 por volume,sem_classificacao_setorial,58085845000107,XP CREDIT PORTFOLIO FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS DE RESPONSABILIDADE LIMITADA,Não classificado,Revisar manualmente,baixa,1,500000000.0,0.0,sem_curadoria_local,Sem regra setorial acionada por metadados disponíveis.,regulamento vigente; suplemento/anúncio de encerramento; ata de emissão; anexos de cessão se disponíveis,confirmar setor/lastro; identificar cedentes/sacados; extrair prestadores; preencher matriz tem/não tem; capturar preço/spread se houver emissão
61,Onda 2 - top 150 por volume,confianca_media_alto_volume,59534745000183,CHEMICAL XIV - FIDC - INDUSTRIA PETROQUIMICA,Crédito PJ,Recebíveis comerciais/multissetorial,media,1,490000000.0,490000000.0,sem_curadoria_local,nome_emissor: regex `INDUSTRIA PETROQUIMICA`,regulamento vigente; suplemento/anúncio de encerramento; ata de emissão; anexos de cessão se disponíveis,confirmar setor/lastro; identificar cedentes/sacados; extrair prestadores; preencher matriz tem/não tem; capturar preço/spread se houver emissão
62,Onda 2 - top 150 por volume,sem_classificacao_setorial,41778453000120,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS INCLUSÃO FINANCEIRA,Não classificado,Revisar manualmente,baixa,8,488000000.0,488000000.0,sem_curadoria_local,Sem regra setorial acionada por metadados disponíveis.,regulamento vigente; suplemento/anúncio de encerramento; ata de emissão; anexos de cessão se disponíveis,confirmar setor/lastro; identificar cedentes/sacados; extrair prestadores; preencher matriz tem/não tem; capturar preço/spread se houver emissão
63,Onda 2 - top 150 por volume,confianca_media_alto_volume,24506071000129,VIA CAPITAL ARTEMUS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL,Crédito PJ,Recebíveis comerciais/multissetorial,media,8,453500007.94,403500007.94,sem_curadoria_local,nome_emissor: regex `MULTISSETORIAL`,regulamento vigente; suplemento/anúncio de encerramento; ata de emissão; anexos de cessão se disponíveis,confirmar setor/lastro; identificar cedentes/sacados; extrair prestadores; preencher matriz tem/não tem; capturar preço/spread se houver emissão
64,Onda 2 - top 150 por volume,sem_classificacao_setorial,60103810000103,JIVEMAUA BOSSANOVA CREDITO SECURITIZADO FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS RESP LIMITADA,Não classificado,Revisar manualmente,baixa,1,450000000.0,450000000.0,sem_curadoria_local,Sem regra setorial acionada por metadados disponíveis.,regulamento vigente; suplemento/anúncio de encerramento; ata de emissão; anexos de cessão se disponíveis,confirmar setor/lastro; identificar cedentes/sacados; extrair prestadores; preencher matriz tem/não tem; capturar preço/spread se houver emissão
65,Onda 2 - top 150 por volume,confianca_media_alto_volume,53300525000109,IBCB-AF01 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,Meios de Pagamento e Cartões,Bancos Emissores,media,3,449998462.19,449998462.19,sem_curadoria_local,nome_emissor: regex `\bIBCB\b`,regulamento vigente; suplemento/anúncio de encerramento; ata de emissão; anexos de cessão se disponíveis,confirmar setor/lastro; identificar cedentes/sacados; extrair prestadores; preencher matriz tem/não tem; capturar preço/spread se houver emissão
66,Onda 2 - top 150 por volume,sem_classificacao_setorial,57271402000148,ROOT CAPITAL FIGUEIRA FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS DE RESPONSABILIDADE LIMITADA,Não classificado,Revisar manualmente,baixa,1,437500000.0,437500000.0,sem_curadoria_local,Sem regra setorial acionada por metadados disponíveis.,regulamento vigente; suplemento/anúncio de encerramento; ata de emissão; anexos de cessão se disponíveis,confirmar setor/lastro; identificar cedentes/sacados; extrair prestadores; preencher matriz tem/não tem; capturar preço/spread se houver emissão
67,Onda 2 - top 150 por volume,confianca_media_alto_volume,29720593000142,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS ANGÁ MULTI CONSIGNADOS I,Crédito PF,Consignado/INSS,media,3,431108000.0,431108000.0,sem_curadoria_local,nome_emissor: regex `CONSIGNADO`,regulamento vigente; suplemento/anúncio de encerramento; ata de emissão; anexos de cessão se disponíveis,confirmar setor/lastro; identificar cedentes/sacados; extrair prestadores; preencher matriz tem/não tem; capturar preço/spread se houver emissão
68,Onda 2 - top 150 por volume,confianca_media_alto_volume,53744997000150,ALGARVE LEGAL CLAIMS II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,Judicial/Precatórios/NPL,Precatórios/direitos judiciais,media,3,428000000.0,428000000.0,sem_curadoria_local,nome_emissor: regex `LEGAL CLAIMS`,regulamento vigente; suplemento/anúncio de encerramento; ata de emissão; anexos de cessão se disponíveis,confirmar setor/lastro; identificar cedentes/sacados; extrair prestadores; preencher matriz tem/não tem; capturar preço/spread se houver emissão
69,Onda 2 - top 150 por volume,confianca_media_alto_volume,53179862000190,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA FGTS MT II,Crédito PF,FGTS,media,4,427000000.0,427000000.0,sem_curadoria_local,nome_emissor: regex `\bFGTS\b`,regulamento vigente; suplemento/anúncio de encerramento; ata de emissão; anexos de cessão se disponíveis,confirmar setor/lastro; identificar cedentes/sacados; extrair prestadores; preencher matriz tem/não tem; capturar preço/spread se houver emissão
70,Onda 2 - top 150 por volume,confianca_media_alto_volume,26558785000106,QT UNIQUE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS,Judicial/Precatórios/NPL,Não padronizado/NPL,media,3,425000000.18,425000000.18,sem_curadoria_local,nome_emissor: regex `NAO-PADRONIZADO`,regulamento vigente; suplemento/anúncio de encerramento; ata de emissão; anexos de cessão se disponíveis,confirmar setor/lastro; identificar cedentes/sacados; extrair prestadores; preencher matriz tem/não tem; capturar preço/spread se houver emissão
71,Onda 2 - top 150 por volume,confianca_media_alto_volume,55695976000118,FALCON FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS,Crédito PF,Consignado/INSS,media,3,423023006.76,423023006.76,sem_curadoria_local,nome_emissor: regex `CONSIGNADO`,regulamento vigente; suplemento/anúncio de encerramento; ata de emissão; anexos de cessão se disponíveis,confirmar setor/lastro; identificar cedentes/sacados; extrair prestadores; preencher matriz tem/não tem; capturar preço/spread se houver emissão
72,Onda 2 - top 150 por volume,sem_classificacao_setorial,62717254000182,CLASSE B DO PÁTRIA CRÉDITO DESENVOLVIMENTO AMAZÔNIA FIDC - RESP. LIMITADA,Não classificado,Revisar manualmente,baixa,1,420000000.0,0.0,sem_curadoria_local,Sem regra setorial acionada por metadados disponíveis.,regulamento vigente; suplemento/anúncio de encerramento; ata de emissão; anexos de cessão se disponíveis,confirmar setor/lastro; identificar cedentes/sacados; extrair prestadores; preencher matriz tem/não tem; capturar preço/spread se houver emissão
73,Onda 2 - top 150 por volume,confianca_media_alto_volume,59086325000181,CONSIGNADOS IX FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,Crédito PF,Consignado/INSS,media,16,413200027.53,363200027.2399999,sem_curadoria_local,nome_emissor: regex `CONSIGNADO`,regulamento vigente; suplemento/anúncio de encerramento; ata de emissão; anexos de cessão se disponíveis,confirmar setor/lastro; identificar cedentes/sacados; extrair prestadores; preencher matriz tem/não tem; capturar preço/spread se houver emissão
74,Onda 2 - top 150 por volume,sem_classificacao_setorial,39663988000104,SPARK FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,Não classificado,Revisar manualmente,baixa,3,410000000.58,410000000.58,sem_curadoria_local,Sem regra setorial acionada por metadados disponíveis.,regulamento vigente; suplemento/anúncio de encerramento; ata de emissão; anexos de cessão se disponíveis,confirmar setor/lastro; identificar cedentes/sacados; extrair prestadores; preencher matriz tem/não tem; capturar preço/spread se houver emissão
75,Onda 2 - top 150 por volume,sem_classificacao_setorial,40211693000186,30E FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,Não classificado,Revisar manualmente,baixa,14,400000030.86,400000030.86,sem_curadoria_local,Sem regra setorial acionada por metadados disponíveis.,regulamento vigente; suplemento/anúncio de encerramento; ata de emissão; anexos de cessão se disponíveis,confirmar setor/lastro; identificar cedentes/sacados; extrair prestadores; preencher matriz tem/não tem; capturar preço/spread se houver emissão
76,Onda 2 - top 150 por volume,confianca_media_alto_volume,53661754000159,CRÉDITO CONSIGNADO PREFIXADO FI EM DIREITOS CREDITÓRIOS FINANCEIROS DE RESPONSABILIDADE LIMITADA,Crédito PF,Consignado/INSS,media,1,400000000.0,400000000.0,sem_curadoria_local,nome_emissor: regex `CONSIGNADO`,regulamento vigente; suplemento/anúncio de encerramento; ata de emissão; anexos de cessão se disponíveis,confirmar setor/lastro; identificar cedentes/sacados; extrair prestadores; preencher matriz tem/não tem; capturar preço/spread se houver emissão
77,Onda 2 - top 150 por volume,confianca_media_alto_volume,53189745000107,CRÉDITO CONSIGNADO PREFIXADO FI EM COTAS DE FI EM DIR CRED FINANCEIROS DE RESPONSABILIDADE LIMITADA,Crédito PF,Consignado/INSS,media,2,400000000.0,400000000.0,sem_curadoria_local,nome_emissor: regex `CONSIGNADO`,regulamento vigente; suplemento/anúncio de encerramento; ata de emissão; anexos de cessão se disponíveis,confirmar setor/lastro; identificar cedentes/sacados; extrair prestadores; preencher matriz tem/não tem; capturar preço/spread se houver emissão
78,Onda 2 - top 150 por volume,confianca_media_alto_volume,41970012000126,MERCADO CRÉDITO II BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS,Judicial/Precatórios/NPL,Não padronizado/NPL,media,1,400000000.0,400000000.0,emissoes_curadas,nome_emissor: regex `NAO PADRONIZADO`,regulamento vigente; suplemento/anúncio de encerramento; ata de emissão; anexos de cessão se disponíveis,confirmar setor/lastro; identificar cedentes/sacados; extrair prestadores; preencher matriz tem/não tem; capturar preço/spread se houver emissão
79,Onda 2 - top 150 por volume,confianca_media_alto_volume,55711612000184,TARTUS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS,Judicial/Precatórios/NPL,Não padronizado/NPL,media,1,400000000.0,0.0,sem_curadoria_local,nome_emissor: regex `NAO PADRONIZADO`,regulamento vigente; suplemento/anúncio de encerramento; ata de emissão; anexos de cessão se disponíveis,confirmar setor/lastro; identificar cedentes/sacados; extrair prestadores; preencher matriz tem/não tem; capturar preço/spread se houver emissão
80,Onda 2 - top 150 por volume,sem_classificacao_setorial,54980022000194,BLC IV MASTER FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,Não classificado,Revisar manualmente,baixa,1,400000000.0,400000000.0,sem_curadoria_local,Sem regra setorial acionada por metadados disponíveis.,regulamento vigente; suplemento/anúncio de encerramento; ata de emissão; anexos de cessão se disponíveis,confirmar setor/lastro; identificar cedentes/sacados; extrair prestadores; preencher matriz tem/não tem; capturar preço/spread se houver emissão
81,Onda 2 - top 150 por volume,sem_classificacao_setorial,56992610000173,VINCI CREDITO PORTFOLIO CDI+ FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS,Não classificado,Revisar manualmente,baixa,1,400000000.0,400000000.0,sem_curadoria_local,Sem regra setorial acionada por metadados disponíveis.,regulamento vigente; suplemento/anúncio de encerramento; ata de emissão; anexos de cessão se disponíveis,confirmar setor/lastro; identificar cedentes/sacados; extrair prestadores; preencher matriz tem/não tem; capturar preço/spread se houver emissão
82,Onda 2 - top 150 por volume,sem_classificacao_setorial,56936116000191,FATOR TARKEN FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS,Não classificado,Revisar manualmente,baixa,2,399998428.86,399998428.86,sem_curadoria_local,Sem regra setorial acionada por metadados disponíveis.,regulamento vigente; suplemento/anúncio de encerramento; ata de emissão; anexos de cessão se disponíveis,confirmar setor/lastro; identificar cedentes/sacados; extrair prestadores; preencher matriz tem/não tem; capturar preço/spread se houver emissão
83,Onda 2 - top 150 por volume,confianca_media_alto_volume,55843467000195,BRZ CONSIGNADOS VI FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,Crédito PF,Consignado/INSS,media,8,398850000.27,398850000.27,sem_curadoria_local,nome_emissor: regex `CONSIGNADO`,regulamento vigente; suplemento/anúncio de encerramento; ata de emissão; anexos de cessão se disponíveis,confirmar setor/lastro; identificar cedentes/sacados; extrair prestadores; preencher matriz tem/não tem; capturar preço/spread se houver emissão
84,Onda 2 - top 150 por volume,sem_classificacao_setorial,45523699000102,VIXTRA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,Não classificado,Revisar manualmente,baixa,5,395000000.02,395000000.02,sem_curadoria_local,Sem regra setorial acionada por metadados disponíveis.,regulamento vigente; suplemento/anúncio de encerramento; ata de emissão; anexos de cessão se disponíveis,confirmar setor/lastro; identificar cedentes/sacados; extrair prestadores; preencher matriz tem/não tem; capturar preço/spread se houver emissão
